date,url,performance,accessibility,best-practices,seo
2025-04-30T07:22:24Z,https://consort-group.com/,null,1,1,0.92
2025-04-30T07:25:09Z,https://consort-group.com/,null,1,1,0.92
2025-04-30T09:31:00+02:00,https://consort-group.com/,null,1,1,0.92
2025-04-30T09:34:34,https://consort-group.com/,null,1,1,0.92
